,restaurant,rating,genre,price,address
332,Karaköy Çorba Evi,4.8,"Giblets, Turkish",₺50 for two,"Karaköy, İstanbul"
333,Maia Chocolates,4.1,"Desserts, Tea, Coffee",₺75 for two,"Çengelköy Merkez, İstanbul"
334,Pasta Sanatı,4.6,"Patisserie, Desserts",₺50 for two,"Beşiktaş Merkez, İstanbul"
335,Kilit Bar,4.5,"Bar Food, Cafe",₺230 for two,"Beşiktaş Merkez, İstanbul"
336,Yeni Lokanta,4.6,"Turkish, Seafood",₺680 for two,"Taksim, İstanbul"
337,Yumm Pizza,4.8,Pizza,₺90 for two,"İncirli, İstanbul"
338,Litera Avluu,4.2,"World Cuisine, Turkish",₺350 for two,"Taksim, İstanbul"
339,Story Coffee,4.4,Cafe,₺80 for two,"Moda, İstanbul"
340,Moise Karaköy,4.1,Turkish,₺320 for two,"Galata, İstanbul"
341,Coffee House Mad Kitchen,4.4,"World Cuisine, Restaurant Cafe, Coffee, Tea",₺100 for two,"Caddebostan, İstanbul"
342,Laz İstanbul,4.4,"Black Sea, Turkish Pizza, Turkish",₺110 for two,"Kadıköy Merkez, İstanbul"
343,Ahali 279,3.6,World Cuisine,₺250 for two,"Zekeriyaköy, İstanbul"
344,Mathilda's Cocktail Bar & Kitchen,4.0,Bar Food,₺240 for two,"Kadıköy Merkez, İstanbul"
345,Taps Bebek,4.1,"Burger, Pizza, Bar Food",₺300 for two,"Bebek, İstanbul"
346,Mendel's Bakery,4.3,Desserts,₺60 for two,"Akaretler, İstanbul"
347,Abdülkadir Restaurant,4.4,"Home-made, Döner",₺100 for two,"Bakırköy Merkez, İstanbul"
348,Yada Sushi,4.7,"Japanese, Sushi, Asian",₺350 for two,"İstinye Merkez, İstanbul"
349,Güneşin Sofrası Meyhane,4.2,Old Turkish Bars,₺320 for two,"Kadıköy Merkez, İstanbul"
350,Tıkıntı,4.5,Izgara,₺90 for two,"Beşiktaş Merkez, İstanbul"
351,Zuma,4.5,"Japanese, Sushi, Asian",₺600 for two,"İstinye Park, İstinye, Sarıyer, İstanbul"
352,Salt Fried Chicken,4.3,Roast Chicken,₺65 for two,"Beşiktaş Merkez, İstanbul"
353,Topaz Restaurant,4.5,"Ottoman, Mediterranean",₺270 for two,"Gümüşsuyu, İstanbul"
354,Sortie Restaurant,3.9,World Cuisine,₺430 for two,"Sortie, Kuruçeşme, Beşiktaş, İstanbul"
355,Delicatessen,4.2,Restaurant Cafe,₺320 for two,"Nişantaşı, İstanbul"
356,Meşhur Dondurmacı Ali Usta,4.1,"Desserts, Ice Cream, Cafe",₺30 for two,"Moda, İstanbul"
357,Sunday,4.3,"Cafe, Tea, Coffee",₺80 for two,"Nişantaşı, İstanbul"
358,Piraye Kafe,4.6,Restaurant Cafe,₺110 for two,"Kadıköy Merkez, İstanbul"
359,DiVine Brasserie & Jazz Club,4.2,World Cuisine,₺260 for two,"Nişantaşı, İstanbul"
360,Öz Kilis Kebap Salonu,4.1,"Kebab, Turkish Pizza",₺90 for two,"Fatih Merkez, İstanbul"
361,Çaycı İzzet Efendi,4.4,"Tea, Coffee",₺60 for two,"Çengelköy Merkez, İstanbul"
362,HOPDADDY Burger,4.4,Burger,₺110 for two,"Yeniköy Merkez, İstanbul"
363,Konoha,4.2,"Sushi, Japanese, Chinese, Seafood",₺180 for two,"Acıbadem Merkez, İstanbul"
364,Tarihi Odabaşı Çiğbörekçisi,4.7,"Turkish, Fast Food",₺25 for two,"Çapa, İstanbul"
365,Ciğerci Hulusi,4.2,"Izgara, Giblets",₺100 for two,"Kadıköy Merkez, İstanbul"
366,Tarihi Savoy Pastanesi,4.5,"Patisserie, Tea, Coffee",₺70 for two,"Cihangir, İstanbul"
367,Yakamoz Restaurant,4.2,"Seafood, Fresh Fish",₺370 for two,"Kanlıca, İstanbul"
368,Kibrit Kutusu Cafe,4.3,Restaurant Cafe,₺70 for two,"Kadıköy Merkez, İstanbul"
369,Tamirane,4.3,World Cuisine,₺200 for two,"Akasya AVM, Acıbadem Merkez, Üsküdar, İstanbul"
370,Solera,4.6,Bar Food,₺220 for two,"Taksim, İstanbul"
371,Tarihi Meşhur Kurufasulyeci Erzincanlı Ali Baba,4.3,"Home-made, Döner, Turkish",₺80 for two,"Süleymaniye, İstanbul"
372,Brew Lab,4.4,Cafe,₺60 for two,"Taksim, İstanbul"
373,Akdeniz Hatay Sofrası,4.5,"Kebab, Izgara",₺200 for two,"Aksaray, İstanbul"
374,Haçapuri Karadeniz Pidesi,4.7,"Turkish Pizza, Black Sea, Turkish",₺80 for two,"Hasanpaşa, İstanbul"
375,Çanak Kebap & Katmer,4.4,"Kebab, Turkish Pizza",₺160 for two,"Acıbadem Merkez, İstanbul"
376,Smoky Lounge,4.3,"Desserts, Tea, Coffee",₺120 for two,"Beşiktaş Merkez, İstanbul"
377,Taksim My House,4.0,World Cuisine,₺290 for two,"Taksim, İstanbul"
378,Tarihi Cumhuriyet Meyhanesi,3.2,"Old Turkish Bars, Seafood, Izgara",₺300 for two,"Taksim, İstanbul"
379,Ercan Steakhouse,4.1,"Steak, Kebab, Turkish Pizza",₺240 for two,"Ziya Gökalp, İstanbul"
380,Milano Gourmet,4.2,"Restaurant Cafe, Italian",₺300 for two,"Nişantaşı, İstanbul"
381,OD46,4.4,"Desserts, Cafe",₺90 for two,"Moda, İstanbul"
382,Çay Tarlası Cafe,4.1,"Turkish, Black Sea",₺70 for two,"Moda, İstanbul"
383,Dobby's Burger Place,3.9,Burger,₺100 for two,"Kızıltoprak, İstanbul"
384,Nişantaşı Başköşe,4.3,"Kebab, Grill, Izgara, Turkish Pizza",₺360 for two,"Nişantaşı, İstanbul"
385,Göksu Cafe,4.1,Restaurant Cafe,₺120 for two,"Anadolu Hisarı Merkez, İstanbul"
386,Köşkeroğlu Baklava,4.5,"Desserts, Patisserie",₺60 for two,"Karaköy, İstanbul"
387,Harvard Cafe,4.1,"Cafe, World Cuisine",₺220 for two,"Etiler Merkez, İstanbul"
388,Pera Thai,4.4,"Thai, Asian",₺360 for two,"Şişhane, İstanbul"
389,Boris'in Yeri,4.0,Turkish,₺90 for two,"Kumkapı, İstanbul"
390,Lades Menemen,4.2,Turkish,₺70 for two,"Taksim, İstanbul"
391,Halil Lahmacun,4.3,Turkish Pizza,₺45 for two,"Kadıköy Merkez, İstanbul"
392,Tacofit,4.2,Mexican,₺120 for two,"Nispetiye, İstanbul"
393,Borsa Restaurant,4.5,"Ottoman, World Cuisine",₺350 for two,"Kandilli, İstanbul"
394,Hafız Mustafa,4.5,"Desserts, Patisserie",₺60 for two,"Eminönü Merkez, İstanbul"
395,Bro's Burger Kitchen,4.3,Burger,₺150 for two,"Akaretler, İstanbul"
396,Bağdat Ocakbaşı - Cezayir'in Yeri,4.4,"Kebab, Turkish Pizza",₺50 for two,"Güngören Merkez, İstanbul"
397,Siyah Cafe & Breakfast,4.1,"Cafe, Turkish",₺85 for two,"Beşiktaş Merkez, İstanbul"
398,Seven Kebap,4.3,"Kebab, Turkish Pizza, Home-made",₺95 for two,"Kadıköy Merkez, İstanbul"
399,The Allis İstanbul,4.2,"Cafe, Turkish",₺160 for two,"SOHO HOUSE İSTANBUL, Asmalımescit, Beyoğlu, İstanbul"
400,Peynir Ekmek Cafe & Kahvaltı,4.0,Turkish,₺80 for two,"Beşiktaş Merkez, İstanbul"
401,Çimen Cafe,3.7,"Patisserie, Restaurant Cafe",₺80 for two,"Üsküdar Merkez, İstanbul"
402,Cha'ya Moda,4.2,Restaurant Cafe,₺85 for two,"Moda, İstanbul"
403,Mecra,4.3,"Bar Food, Burger, Finger Food",₺180 for two,"Kadıköy Merkez, İstanbul"
404,Kiss the Frog,4.4,"Sushi, Japanese, Seafood",₺400 for two,"Rumeli Hisarı Merkez, İstanbul"
405,Meşhur Filibe Köftecisi,4.2,Izgara,₺60 for two,"Sirkeci, İstanbul"
406,Antakya Mutfağı,4.5,"South East, Izgara, Kebab",₺180 for two,"Taksim, İstanbul"
407,Polka Cafe,4.4,"Cafe, Turkish",₺90 for two,"Kadıköy Merkez, İstanbul"
408,Cafe de Paris - Hotel Suadiye,4.1,French,₺320 for two,"Hotel Suadiye, Suadiye, Kadıköy, İstanbul"
409,Kronotrop,4.2,"Cafe, Coffee, Tea",₺60 for two,"Cihangir, İstanbul"
410,Privato Cafe,4.2,Restaurant Cafe,₺160 for two,"Şişhane, İstanbul"
411,Nardis Jazz Club,4.3,Finger Food,₺240 for two,"Galata, İstanbul"
412,Kandilli Balıkçısı Suna Abla,3.1,"Fresh Fish, Seafood",₺380 for two,"Kandilli, İstanbul"
413,The Upper Crust Pizzeria,4.4,Pizza,₺200 for two,"Bebek, İstanbul"
414,Kirpi Cafe,3.8,Cafe,₺200 for two,"Koşuyolu, İstanbul"
415,Asmalımescit Dürümcüsü,4.7,Kebab,₺90 for two,"Asmalımescit, İstanbul"
416,Kum Saati Jazz Blues Club,4.2,"Bar Food, Drinks Only",₺200 for two,"Asmalımescit, İstanbul"
417,Sur Ocakbaşı,3.6,"Kebab, South East, Grill",₺120 for two,"Unkapanı, İstanbul"
418,Kızılkayalar Hamburger,4.3,"Döner, Fast Food",₺55 for two,"Taksim, İstanbul"
419,Perispri,3.9,Restaurant Cafe,₺200 for two,"Balat, İstanbul"
420,Rulo,4.6,"South East, Fast Food",₺40 for two,"Kadıköy Merkez, İstanbul"
421,Hidden House,4.1,Restaurant Cafe,₺210 for two,"Bebek, İstanbul"
422,Mürver Restaurant,4.1,"Turkish, Seafood",₺550 for two,"Karaköy, İstanbul"
423,Cunda Balık,4.8,"Fresh Fish, Seafood",₺360 for two,"Bostancı, İstanbul"
424,Zennup 1844,3.8,Turkish,₺280 for two,"Zeytinburnu Merkez, İstanbul"
425,Oba Sultan Cafe Restaurant,2.7,World Cuisine,₺200 for two,"Baltalimanı, İstanbul"
426,Hacı Abdullah,4.3,"Home-made, Izgara, Kebab",₺220 for two,"Taksim, İstanbul"
427,Beyoğlu Şaraphanesi,4.1,"Italian, Izgara, Mediterranean",₺230 for two,"Asmalımescit, İstanbul"
428,Westport Pub,4.6,World Cuisine,₺260 for two,"Wyndham Grand İstanbul Kalamış Marina Hotel, Kalamış, Kadıköy, İstanbul"
429,Cumbalı Kahve,4.6,"Cafe, Coffee, Tea",₺70 for two,"Balat, İstanbul"
430,Mimar Sinan Teras Cafe,3.1,Restaurant Cafe,₺100 for two,"Süleymaniye, İstanbul"
431,Le Pain Quotidien,4.3,"Cafe, Bakery, Healthy Food, Coffee, Tea",₺140 for two,"Suadiye, İstanbul"
432,Villa Polonez,3.9,"Restaurant Cafe, Izgara, Turkish",₺250 for two,"Polonezköy, İstanbul"
433,Cafe Wien,4.3,"European, Cafe",₺240 for two,"Milli Reasürans Çarşısı, Nişantaşı, Şişli, İstanbul"
434,Corner Irish Pub,4.6,Bar Food,₺220 for two,"Taksim, İstanbul"
435,Plus Kitchen,4.3,Healthy Food,₺120 for two,"Nişantaşı, İstanbul"
436,Ayı,3.9,"Bar Food, Beverages",₺225 for two,"Moda, İstanbul"
437,La Mia Luce,4.4,"Italian, Pizza",₺280 for two,"Suadiye Park, Suadiye, Kadıköy, İstanbul"
438,Alancha,4.3,Turkish,₺350 for two,"Maçka, İstanbul"
439,St. Regis Brasserie - The St. Regis Istanbul,4.4,"World Cuisine, Turkish",₺380 for two,"St. Regis İstanbul, Nişantaşı, Şişli, İstanbul"
440,Sopung,4.1,"Korean, Asian",₺120 for two,"Karagümrük, İstanbul"
441,Latife Hanım Meyhanesi,4.2,Old Turkish Bars,₺340 for two,"Taksim, İstanbul"
442,Sanayi 313,4.2,World Cuisine,₺200 for two,"Maslak Merkez, İstanbul"
443,Ayıbedenler Coffee & Radio,4.5,Cafe,₺70 for two,"Beşiktaş Merkez, İstanbul"
444,Ondo Dürüm,4.3,Kebab,₺80 for two,"Eyüp Merkez, İstanbul"
445,Cafe Rea,4.3,Restaurant Cafe,₺130 for two,"Kadıköy Merkez, İstanbul"
446,Avam Kahvesi,4.4,"Restaurant Cafe, Coffee, Tea",₺80 for two,"Taksim, İstanbul"
447,Lipa,4.8,"Balkans, Old Turkish Bars",₺280 for two,"Sapan Bağları, İstanbul"
448,Fireroom,4.0,"Burger, Fast Food",₺140 for two,"Küçükbakkalköy, İstanbul"
449,Morini,4.1,Italian,₺380 for two,"Zorlu Center AVM, Levazım, Beşiktaş, İstanbul"
450,Çakmak Kahvaltı Salonu,4.5,Turkish,₺50 for two,"Beşiktaş Merkez, İstanbul"
451,B.O.B BEST OF BURGER,4.2,Burger,₺100 for two,"Moda, İstanbul"
452,Gran Karaköy,3.8,Restaurant Cafe,₺120 for two,"Karaköy, İstanbul"
453,Çukur Meyhane,4.2,"Kebab, Fresh Fish, Seafood, Old Turkish Bars",₺320 for two,"Taksim, İstanbul"
454,Alaçatı Kafası Pera,3.5,"Aegean, Old Turkish Bars",₺470 for two,"Şişhane, İstanbul"
455,Dilruba Restaurant & Cafe,3.6,Restaurant Cafe,₺160 for two,"Kuzguncuk, İstanbul"
456,Zamane Kahvesi,4.1,"Restaurant Cafe, Turkish",₺120 for two,"Nişantaşı, İstanbul"
457,Parole,4.3,"World Cuisine, Cafe",₺250 for two,"Asmalımescit, İstanbul"
458,Shubra Cafe,4.1,Restaurant Cafe,₺200 for two,"Beykoz Merkez, İstanbul"
459,Nev'i Cafe,4.2,"Cafe, Turkish",₺90 for two,"Balat, İstanbul"
460,Nelipide Gurme,4.4,"Turkish Pizza, Izgara, Turkish",₺130 for two,"Göztepe, Bağdat Caddesi, İstanbul"
461,Chalet - Swissotel The Bosphorus,4.1,European,₺600 for two,"Swissotel The Bosphorus, Maçka, Beşiktaş, İstanbul"
462,Old English Pub,4.3,"Bar Food, Cafe",₺220 for two,"Şaşkınbakkal, İstanbul"
463,Nail Kitabevi Kafe,4.2,Cafe,₺40 for two,"Kuzguncuk, İstanbul"
464,OBA Park Cafe,2.7,Restaurant Cafe,₺150 for two,"Baltalimanı, İstanbul"
465,Saffron Life,4.2,Restaurant Cafe,₺70 for two,"Eyüp Merkez, İstanbul"
466,Balkon Restaurant & Bar,4.1,World Cuisine,₺200 for two,"Asmalımescit, İstanbul"
467,Geyik Coffee Roastery & Cocktail Bar,4.3,Cafe,₺200 for two,"Cihangir, İstanbul"
468,Gazebo Lounge - Çırağan Palace Kempinski,4.3,"World Cuisine, Desserts",₺500 for two,"Çırağan Palace Kempinski, Beşiktaş, İstanbul"
469,Cemil Usta Köfte & Balık,4.4,"Black Sea, Izgara, Turkish",₺120 for two,"Altayçeşme, İstanbul"
470,Muutto Street Food & Meze Bar,4.6,"Finger Food, Turkish, Fast Food",₺85 for two,"Moda, İstanbul"
471,Dönerci Celal Usta,4.5,"Kebab, Döner",₺150 for two,"Atakent, Çakmak, İstanbul"
472,Müzeyyen,3.4,Old Turkish Bars,₺350 for two,"Koşuyolu, İstanbul"
473,Parle,4.1,"Mediterranean, French",₺400 for two,"Zorlu Center AVM, Levazım, Beşiktaş, İstanbul"
474,Dandin Karaköy,4.0,Restaurant Cafe,₺200 for two,"Karaköy, İstanbul"
475,Beyaz Fırın,4.4,"Patisserie, Bakery",₺60 for two,"Kadıköy Merkez, İstanbul"
476,Süleymaniye Çikolatacısı,4.3,"Cafe, Desserts",₺40 for two,"Laleli, İstanbul"
477,Bi Daha Meyhane,4.0,"Turkish, Old Turkish Bars",₺500 for two,"Taksim, İstanbul"
478,Qirix Sanat,4.2,"Restaurant Cafe, Beverages",₺180 for two,"Taksim, İstanbul"
479,Papermoon,4.5,"Italian, Pizza",₺600 for two,"Akmerkez AVM, Etiler, Beşiktaş, İstanbul"
480,Latife Türk Kahvecisi,4.0,Cafe,₺55 for two,"Beşiktaş Merkez, İstanbul"
481,Chez Moi,3.8,World Cuisine,₺240 for two,"Karaköy, İstanbul"
482,Dönerci Ali Usta,4.3,Döner,₺150 for two,"Cevizli Merkez, İstanbul"
483,400 Derece Pizza,4.3,Pizza,₺140 for two,"Nişantaşı, İstanbul"
484,"Atelier Real Food - The Ritz-Carlton, Istanbul",4.3,"Mediterranean, Turkish",₺500 for two,"The Ritz-Carlton, Istanbul, İstanbul"
485,Şirin Fırın,4.3,"Bakery, Desserts, Home-made",₺60 for two,"Galata, İstanbul"
486,Wagamama,4.3,"Japanese, Asian, Sushi",₺220 for two,"Kanyon AVM, Levent, İstanbul"
487,Bistro 33,4.3,"Italian, Pizza",₺330 for two,"Caddebostan, İstanbul"
488,Pierre Loti Kahvehanesi,4.0,"Tea, Coffee",₺40 for two,"Eyüp Merkez, İstanbul"
489,Aheste Pera,4.3,"Turkish, Old Turkish Bars",₺330 for two,"Asmalımescit, İstanbul"
490,Yeniköy Kahvesi,4.4,"Turkish, Fast Food, Tea, Coffee",₺55 for two,"Yeniköy Merkez, İstanbul"
491,Kavanoz İstanbul,3.7,Restaurant Cafe,₺240 for two,"Arnavutköy Merkez, İstanbul"
492,Kale Bosfor Çay Bahçesi,4.2,"Restaurant Cafe, Turkish",₺120 for two,"Rumeli Hisarı Merkez, İstanbul"
493,Rustyfork,4.2,"American, Bar Food",₺360 for two,"Etiler Merkez, İstanbul"
494,Gaziburma,4.9,"Desserts, Turkish",₺50 for two,"Pendik Merkez, İstanbul"
495,Çeşmidil Cafe Restaurant,3.5,"Fresh Fish, Seafood, Turkish",₺180 for two,"Beylerbeyi, İstanbul"
496,Müz,4.3,"Coffee, Tea",₺50 for two,"Cihangir, İstanbul"
497,Antica Locanda,4.3,Italian,₺500 for two,"Arnavutköy Merkez, İstanbul"
498,Cantinery,3.9,World Cuisine,₺400 for two,"Zorlu Center AVM, Levazım, Beşiktaş, İstanbul"
499,Wom Karaköy,3.7,Restaurant Cafe,₺190 for two,"Karaköy, İstanbul"
500,Ruby,3.6,"World Cuisine, Sushi",₺400 for two,"Ortaköy Merkez, İstanbul"
