,title,genre,rating,price,address
162,Buddy's Bar And Canteen,"Fast Food, Chinese, Desserts, Beverages, Finger Food",3.8,₹800 for two,"Malad West, Mumbai"
163,The Bohemia Cafe & Bar,"Italian, Fast Food, Chinese, North Indian, Maharashtrian, Desserts, Beverages",4.0,"₹1,100 for two","CBD-Belapur, Navi Mumbai"
164,Gateway Taproom,"American, Seafood, Continental",4.6,"₹2,300 for two","Jet Airways Godrej, Bandra Kurla Complex, Mumbai"
165,Invincible Boudoir & Jardin,"Bar Food, Asian, Mediterranean, Continental, Beverages",4.1,"₹2,000 for two","Hill Road, Bandra West, Mumbai"
166,Oozo,"Chinese, Italian, Continental, North Indian, Finger Food",4.0,"₹1,800 for two","Sakinaka, Mumbai"
167,Farmhouse Global Cuisine Restaurant,"North Indian, Chinese, Seafood, Fast Food",4.3,"₹1,000 for two","Vasai, Mumbai"
168,Glass House,Finger Food,3.1,"₹2,200 for two","Malad West, Mumbai"
169,Craftbar 2.0,"Bar Food, North Indian, Seafood, Pizza, Continental, Turkish, Desserts, Beverages",4.2,"₹1,800 for two","Chakala, Mumbai"
170,Gymkhana 91 Bar & Kitchen,"North Indian, Japanese, Thai, Burmese, Chinese, Beverages",4.4,"₹1,300 for two","Lower Parel, Mumbai"
171,The Bar Stock Exchange,"Continental, Chinese, North Indian, Bar Food, Pizza, Momos, Desserts, Beverages",4.1,"₹1,300 for two","CBD-Belapur, Navi Mumbai"
172,Dario's,"Italian, Pizza, Salad, Beverages",4.0,"₹1,800 for two","Vashi, Navi Mumbai"
173,Blend N Brew,"North Indian, Chinese, Fast Food, Desserts, Beverages",3.9,"₹1,800 for two","Yogi Midtown, Turbhe, Navi Mumbai"
174,Bombay Drunkyard,"North Indian, Chinese, Continental, Italian, Sichuan",3.8,"₹1,600 for two","Juhu, Mumbai"
175,The Sassy Spoon,"European, Continental, American, Italian, Healthy Food, Asian, Mediterranean, Desserts",4.5,"₹2,000 for two","Nariman Point, Mumbai"
176,Pot Pourri,"Fast Food, Chinese, North Indian",3.8,₹600 for two,"Ghansoli, Navi Mumbai"
177,Splitsvilla Bar & Lounge,"North Indian, Continental",4.0,"₹1,400 for two","Chembur, Mumbai"
178,Breathe,"North Indian, Chinese, Continental, Finger Food",4.2,"₹1,700 for two","Mira Road, Mumbai"
179,The Lantern Bar At Kandeel,"North Indian, Chinese, Mughlai, Seafood, Kebab, Italian, Fast Food, Beverages",4.1,"₹1,200 for two","Fort, Mumbai"
180,The C Cabo Cruise,"North Indian, Pizza, Chinese, Mughlai, Fast Food",3.8,"₹1,000 for two","Owale, Thane West, Thane"
181,Spin City Kitchen & Bar,"Continental, Asian, Biryani, Mughlai, North Indian, Desserts",4.1,"₹1,800 for two","Borivali West, Mumbai"
182,3 Barmen,"Salad, Continental, North Indian, Chinese",3.8,"₹1,000 for two","Malad West, Mumbai"
183,Toco,"South Indian, Italian",4.0,"₹1,600 for two","Andheri Lokhandwala, Andheri West, Mumbai"
184,Pritam's Global Cuisine,"North Indian, Biryani, Chinese, Desserts, Mughlai, Asian, Continental, European",4.1,"₹1,000 for two","Ghodbunder Road, Thane"
185,Olive Bistro,"Italian, Pizza, Fast Food, Continental",4.1,"₹2,300 for two","Oberoi Mall, Goregaon East, Mumbai"
186,Agent Jack's Bar,"Continental, Chinese, North Indian, Italian, Fast Food, Biryani",3.5,₹900 for two,"Borivali West, Mumbai"
187,Genuine Broaster Chicken,"American, Italian, North Indian, Kebab, Biryani, Fast Food",4.3,"₹1,500 for two","Satra Plaza, Vashi, Navi Mumbai"
188,Bombay 49 Kitchen & Bar,"North Indian, Chinese, Mexican, Italian, Shake",3.6,"₹2,100 for two","Juhu, Mumbai"
189,The Irish House,"European, American, Continental, BBQ, Finger Food, Desserts, Beverages",4.4,"₹1,900 for two","Bandra Kurla Complex, Mumbai"
190,Bulldog's Cafe & Bar,"American, Burger, Bar Food, Beverages, Tea, Sandwich, Pizza, Fast Food",3.9,"₹1,000 for two","Veera Desai Area, Mumbai"
191,Something's Fishy - Regenza By Tunga,"Seafood, North Indian, Goan, Italian, Malwani, Mangalorean, Chinese",4.4,"₹1,700 for two","Regenza By Tunga Hotels, Vashi, Navi Mumbai"
192,Hammer & Song,"Asian, Continental, Modern Indian, European, Rolls, Finger Food",4.2,"₹2,000 for two","Cuffe Parade, Mumbai"
193,Shor- The Disc,"Continental, Italian, Asian, Biryani",4.1,"₹1,400 for two","CBD-Belapur, Navi Mumbai"
194,Ooh Pitara - Bar & Kitchen,"Bar Food, Beverages",3.9,₹500 for two,"Sanpada, Navi Mumbai"
195,Farmhouse Sea N Sand,"North Indian, Continental, Chinese",4.4,"₹1,100 for two","Vasai, Mumbai"
196,Bar Bank,"North Indian, Chinese, Continental, Italian",3.9,"₹1,300 for two","Bar Bank, Juhu, Mumbai"
197,Dola Kitchen & Bar,"North Indian, Asian, Continental",4.0,₹850 for two,"Sakinaka, Mumbai"
198,Alfredo's,"Pizza, Mediterranean, Continental, Oriental, Fast Food",4.1,"₹1,700 for two","Malad West, Mumbai"
199,Geoffrey's - Marine Plaza,"Continental, Italian, Pizza, Desserts, Beverages",4.1,"₹2,000 for two","Marine Plaza, Marine Lines, Mumbai"
200,LA CASA - The Lounge,"Chinese, North Indian, Continental, Finger Food, Pizza, Beverages",3.9,"₹1,100 for two","Mira Road, Mumbai"
201,Sudama- Dining Bar,"North Indian, Chinese, Continental, South Indian, Mughlai, Malwani, Desserts",4.2,₹900 for two,"Ambernath, Thane"
202,Hardeep Punjab,"North Indian, Mughlai, Kebab, Chinese, Biryani, Beverages",4.4,"₹1,200 for two","Sion, Mumbai"
203,Port,"Italian, Fast Food, Beverages",4.0,₹800 for two,"Mahalaxmi, Mumbai"
204,Woodside Inn,"Continental, Italian, Burger, Salad, Healthy Food, Shake",4.3,"₹1,800 for two","Oshiwara, Andheri West, Mumbai"
205,BOMB’AR,"Continental, North Indian",4.1,"₹1,300 for two","Goregaon West, Mumbai"
206,Asilo - The St. Regis Mumbai,"European, Asian, Italian, Continental",4.4,"₹5,000 for two","The St. Regis, Lower Parel, Mumbai"
207,Glocal Junction,"North Indian, Italian, Finger Food, Biryani, Desserts, Beverages",4.5,"₹1,500 for two","Worli, Mumbai"
208,Quesso Ristorante,"Continental, Mexican, Italian, Mediterranean, Thai, Desserts",4.6,"₹1,700 for two","Oshiwara, Andheri West, Mumbai"
209,Drinx Exchange,"American, Chinese, Mexican",4.1,"₹1,500 for two","Growel's 101 Mall, Kandivali East, Mumbai"
210,Blend Kitchen And Bar,"Continental, Bar Food, Desserts, Beverages, Italian",3.6,"₹1,200 for two","Vile Parle East, Mumbai"
211,Knock Knock Eatery & Bar,"Bar Food, Continental, Chinese, Italian, Modern Indian, North Indian",4.2,"₹1,500 for two","Hiranandani Estate, Thane West, Thane"
212,Tunak Tunak Tunn,"North Indian, Chinese, Bar Food, Kebab",4.2,"₹1,100 for two","Mulund West, Mumbai"
213,Spirit Kitchen And Bar,"Chinese, North Indian, Seafood, Mughlai, Finger Food",3.9,₹700 for two,"Borivali West, Mumbai"
214,Sporticos,"North Indian, Chinese, Continental",3.9,"₹3,000 for two","CBD-Belapur, Navi Mumbai"
215,Pablo The Art Cafe Lounge,"Modern Indian, Seafood, European, Continental, Desserts",4.0,"₹1,600 for two","Turbhe, Navi Mumbai"
216,Grandmama's Cafe,"Cafe, Italian, Continental, American, Desserts, Beverages",4.3,₹700 for two,"Kemps Corner, Mumbai"
217,Pickle & Pint - The Paradise By Tunga,"North Indian, Chinese, Continental, Seafood, Shake",4.2,"₹1,400 for two","The Paradise By Tunga, Mahakali, Mumbai"
218,Made In Punjab,"North Indian, Mughlai",4.2,"₹2,000 for two","Inorbit Mall, Malad West, Mumbai"
219,Rainforest Resto-Bar,"Chinese, North Indian, Seafood, Oriental, Biryani, Desserts, Beverages",4.0,"₹2,000 for two","R City Mall, Ghatkopar West, Mumbai"
220,British Brewing Company,"British, Italian, Burger, Continental, European, Pizza, Salad, Beverages",4.3,"₹2,000 for two","Oberoi Mall, Goregaon East, Mumbai"
221,The Golden Jackal,"North Indian, Chinese, Continental, Italian, Middle Eastern",3.4,"₹1,200 for two","Viviana Mall, Majiwada, Thane West, Thane"
222,3 Wise Monkeys,"Chinese, Thai, Italian, Continental",4.0,"₹1,500 for two","Khar, Mumbai"
223,Back 2 Door 1,"Bar Food, Fast Food, North Indian, Chinese",4.2,"₹1,500 for two","Reclamation, Bandra West, Mumbai"
224,The Studs Sports Bar & Grill,"Continental, North Indian, Asian, Tex-Mex, Burger",3.8,"₹1,600 for two","Inorbit Mall, Vashi, Navi Mumbai"
225,Drifters Tap Station,"Continental, North Indian, Chinese, Beverages",4.3,"₹2,000 for two","Linking Road, Bandra West, Mumbai"
226,Bling By The Hill Green,"North Indian, Mexican, Italian, Mughlai, Chinese, Biryani, Desserts, Fast Food",4.0,"₹2,100 for two","Bhandup, Mumbai"
227,Cafe Free India,"Continental, Asian, North Indian, Fast Food, Sandwich, Pizza, Chinese, Beverages",4.1,"₹1,500 for two","Lower Parel, Mumbai"
228,Bombay Brasserie,"Modern Indian, Bar Food, Beverages",4.3,"₹1,500 for two","Worli, Mumbai"
229,Lume Restaurant & Bar,"North Indian, Continental, Sandwich, Pizza, Fast Food, Desserts, Beverages",3.9,"₹1,200 for two","Aureole Hotel, Andheri East, Mumbai"
230,Rude Lounge,"North Indian, Finger Food, Chinese, Italian, Beverages, Bar Food",4.1,"₹1,500 for two","Vashi, Navi Mumbai"
231,Amethhyyst,"Continental, Finger Food, Modern Indian, North Indian",4.0,"₹2,600 for two","Veera Desai Area, Mumbai"
232,The Stables - Peninsula Redpine,"North Indian, Continental, Chinese, Desserts, Fast Food",4.3,"₹1,500 for two","Peninsula Redpine, Marol, Mumbai"
233,Mirchi & Mime,"North Indian, Mughlai, Desserts, Biryani, Beverages",4.9,"₹1,800 for two","Powai, Mumbai"
234,Nidhi Family Restaurant And Bar,"North Indian, Chinese, Mughlai, Biryani, Sichuan",3.7,₹850 for two,"Badlapur, Thane"
235,Cult Lounge,"Continental, Chinese, Fast Food, Beverages, North Indian",4.0,"₹1,500 for two","Vashi, Navi Mumbai"
236,Zenmai,"Asian, Japanese, Chinese, Thai, Beverages",4.1,"₹2,400 for two","Santacruz West, Mumbai"
237,Vasai Republic,"North Indian, Continental, Chinese, Fast Food, Finger Food, Shake",3.8,"₹1,000 for two","Vasai, Mumbai"
238,The Road House,"North Indian, Chinese, Mughlai, Pizza, Pasta, Fast Food",4.2,"₹1,700 for two","Boulevard Mall, Majiwada, Thane West, Thane"
239,Farmhouse Garden Family Restaurant & Bar,"Continental, Seafood, Italian, North Indian, Chinese, Thai, Desserts, Beverages",4.3,"₹1,200 for two","Vasai, Mumbai"
240,Boulevard - The Orchid,"North Indian, Fast Food, Desserts",4.4,"₹2,600 for two","The Orchid, Vile Parle East, Mumbai"
241,Brasserie 1935 Kitchen & Bar,"North Indian, Chinese, Asian, Continental, Desserts, Shake",3.9,"₹1,300 for two","Sion, Mumbai"
242,Dragonfly Experience,"Asian, European, Beverages",4.2,"₹2,000 for two","The Orb, Marol, Mumbai"
243,Otium Rooftop Lounge,Finger Food,3.7,"₹2,500 for two","Andheri Lokhandwala, Andheri West, Mumbai"
244,Kosmic Sea Lounge,"North Indian, Chinese",3.0,"₹2,000 for two","Borivali West, Mumbai"
245,Chenab,"North Indian, Mughlai, Biryani, Beverages",4.1,"₹1,200 for two","Vashi, Navi Mumbai"
246,Urban Tadka,"North Indian, Mughlai, Kebab, Biryani, Beverages, Finger Food",4.2,"₹1,600 for two","Malad West, Mumbai"
247,Matahaari,"Continental, Mediterranean, American, Italian, Chinese, Japanese, Finger Food, Asian",3.7,"₹3,000 for two","Atria Mall, Worli, Mumbai"
248,Cafe Delhi Heights,"Continental, Italian, Seafood, North Indian, Beverages",4.2,"₹2,000 for two","High Street Phoenix, Lower Parel, Mumbai"
249,City Forestt Family Restaurant & Bar,"North Indian, Chinese, Biryani, Street Food, Fast Food, Beverages",4.2,"₹1,400 for two","Upvan, Thane West, Thane"
250,Tankstelle Bistro,"North Indian, Chinese",3.9,"₹1,300 for two","Dombivali East, Thane"
251,90 Ft Above,"Bar Food, Italian, Asian, Chinese, Thai, North Indian, Continental, Beverages",4.0,"₹1,600 for two","Borivali West, Mumbai"
252,Global Binge By Ashraya Nx,"North Indian, Chinese, Italian",4.2,"₹1,200 for two","Virar, Mumbai"
253,Vividh NX Bar & Cafe,"North Indian, Italian, Continental",4.0,"₹1,700 for two","Kandivali East, Mumbai"
254,Sazio Luxury Dining,"North Indian, Mughlai, Oriental, Continental, Fast Food, Desserts, Beverages",3.9,"₹1,100 for two","Sanpada, Navi Mumbai"
255,Tight,"Chinese, Continental",4.1,"₹1,500 for two","Inorbit Mall, Vashi, Navi Mumbai"
256,Quarter Pillar,"Chinese, North Indian, Bar Food",4.0,"₹1,500 for two","Khar, Mumbai"
257,C2H5OH,"Chinese, Pasta, Fast Food, Beverages, Pizza, Shake, North Indian",3.6,₹900 for two,"Lower Parel, Mumbai"
258,Zaika Crave - Club Aquaria,"North Indian, Chinese, Continental, Mughlai, Biryani, Beverages, Shake",4.4,"₹1,500 for two","Borivali West, Mumbai"
259,Pre-Game,"North Indian, Chinese, Continental, Fast Food, Beverages",3.9,"₹1,400 for two","Breach Candy, Mumbai"
260,Liberty La Classique,"North Indian, Chinese",4.2,₹700 for two,"Kandivali West, Mumbai"
261,Punjab Grill,"North Indian, Mughlai, Biryani, Kebab, Desserts, Beverages",4.3,"₹1,000 for two","Palladium Mall, Lower Parel, Mumbai"
262,Prithi Restaurant & Bar,"North Indian, Chinese, Finger Food",3.4,₹650 for two,"Vashi, Navi Mumbai"
263,Little King Grand,"North Indian, Continental, Chinese",4.0,"₹1,400 for two","Mira Road, Mumbai"
264,Bukhara Bar and Kitchen,"North Indian, Chinese, Italian, Biryani, Desserts",4.1,"₹1,600 for two","Mira Road, Mumbai"
265,Marina - Harbour Bar,"North Indian, Chinese, Seafood",3.9,₹800 for two,"Vasai, Mumbai"
266,Maratha County Wine & Dine,"North Indian, Chinese, Continental, Beverages",3.8,₹800 for two,"Vasant Vihar, Thane West, Thane"
267,Fly High,"Continental, Asian, Mughlai",4.0,"₹1,600 for two","Seawoods Grand Central Mall, Seawoods, Navi Mumbai"
268,The Happiness Factory,"North Indian, Maharashtrian, Chinese, Fast Food, Beverages",3.8,"₹1,400 for two","Dahisar East, Mumbai"
269,The Big Owl,"North Indian, Mughlai, Chinese, Continental",4.0,"₹1,500 for two","Santacruz East, Mumbai"
270,36 Downtown Restobar,"North Indian, Chinese, Thai",4.2,"₹1,600 for two","Kemps Corner, Mumbai"
271,The DanSing Bottle,"North Indian, Chinese, Fast Food",4.1,"₹1,800 for two","Manpada, Thane West, Thane"
272,China Bistro,"Chinese, Asian, Oriental, Sushi, Thai, Japanese, Seafood, Desserts",4.5,"₹2,000 for two","Chembur, Mumbai"
273,Long & Short - InterContinental,"American, Continental, Italian, North Indian, Fast Food",4.1,"₹3,000 for two","InterContinental, Churchgate, Mumbai"
274,Veza Lounge & Bar,"Asian, North Indian, Italian",3.8,"₹1,600 for two","Vashi, Navi Mumbai"
275,Monkey Bar,"Pizza, Burger, Continental, Chinese, Fast Food, Beverages",4.3,"₹1,900 for two","Linking Road, Bandra West, Mumbai"
276,Blue Ocean,"North Indian, Chinese, Malwani, Biryani, Seafood",3.9,₹750 for two,"Khopat, Thane West, Thane"
277,Ikka - Pallavi Avida,"North Indian, Chinese, Fast Food",4.3,"₹1,200 for two","Pallavi Avida, Kalamboli, Navi Mumbai"
278,Terra Speakeasy,"Bar Food, Beverages",3.7,"₹1,500 for two","Pali Hill, Bandra West, Mumbai"
279,HYDE,"North Indian, Modern Indian, Italian, Continental, Bar Food",4.2,"₹1,500 for two","Fort, Mumbai"
280,PentHouzz,"Chinese, North Indian, Fast Food, Finger Food, Italian, Beverages",3.7,"₹1,300 for two","Kandivali East, Mumbai"
281,Sosho - Kitchen & Bar,"Chinese, North Indian, Continental",3.8,₹800 for two,"Marol, Mumbai"
282,Ministry Of Crab,"Seafood, Beverages, Kerala, Desserts",4.1,"₹3,000 for two","Khar, Mumbai"
283,Beyond- Wine & Dine,"North Indian, Continental, Italian, Fast Food, Mexican, Desserts, Finger Food",4.2,"₹1,800 for two","Malad West, Mumbai"
284,Mugshot Kitchen & Bar,"North Indian, Chinese, Seafood",3.5,₹850 for two,"Kandivali East, Mumbai"
285,Café Popo,"North Indian, Chinese, Bar Food, Seafood, Italian, Mughlai, Asian, Parsi",3.4,"₹1,600 for two","Near Andheri West Station, Mumbai"
286,Jade Raven Multi Cuisine Restaurant & Bar,"Chinese, Mughlai, Continental, North Indian, Seafood, Finger Food",4.1,"₹1,000 for two","Panch Pakhadi, Thane West, Thane"
287,Thug-Lyf,"Bar Food, Chinese, American",4.1,"₹1,400 for two","Kasarvadavli, Thane West, Thane"
288,Royale Masterchef Fine Dine And Bar,"North Indian, Asian, Italian, Continental, Mughlai, Lebanese",4.3,"₹1,400 for two","Dahisar West, Mumbai"
289,Quarterdeck,"North Indian, Mughlai, Chinese, Seafood",3.9,₹800 for two,"4 Bungalows, Mumbai"
290,Tantra,"North Indian, Bar Food, Italian, Oriental, Desserts, Beverages",4.1,"₹1,500 for two","Chowpatty, Mumbai"
291,Ganesh Bar And Restaurant,"Bar Food, North Indian, Maharashtrian, Seafood",3.6,₹700 for two,"Naupada, Thane West, Thane"
292,Hangover Sports Bar,"Continental, Mexican",3.8,"₹1,400 for two","Kalyan, Thane"
293,Tight House,"Finger Food, North Indian, Chinese, Beverages",3.8,"₹1,300 for two","Borivali West, Mumbai"
294,India Bistro,"North Indian, Biryani, Kebab, Mughlai, Finger Food, Desserts",4.6,"₹1,500 for two","Chembur, Mumbai"
295,Seefah,"Japanese, Thai, Sushi, Asian, Finger Food, Beverages",4.2,"₹2,200 for two","Hill Road, Bandra West, Mumbai"
296,The Fatty Bao,"Asian, Sushi, Japanese, Chinese, Thai, Momos, Beverages",4.5,"₹2,000 for two","Linking Road, Bandra West, Mumbai"
297,Pranaam Fine Dine Bar,"North Indian, Chinese, Mughlai, Seafood, Biryani, Desserts, Beverages",3.8,"₹2,000 for two","CBD-Belapur, Navi Mumbai"
298,Shobha Restaurant & Bar,"Bar Food, North Indian, Chinese, Mughlai",3.1,"₹1,500 for two","Azad Nagar, Mumbai"
299,Beerwings,"Chinese, North Indian, Thai, Seafood, Pizza, Fast Food, Beverages, Shake",4.1,"₹1,100 for two","Castle Mill, Thane West, Thane"
300,Hotel Palace Family Restaurant & Bar,"North Indian, Chinese, Desserts, Beverages",3.6,"₹1,000 for two","Ulhasnagar, Thane"
301,Malvan Tadka,"Malwani, North Indian, Chinese, Seafood, Mughlai, Biryani, Desserts, Beverages",4.1,"₹1,300 for two","CBD-Belapur, Navi Mumbai"
302,Backyard Beer Garden,"Pizza, Chinese, North Indian, Fast Food, Pasta, Beverages",3.9,"₹1,000 for two","Mira Road, Mumbai"
303,Malabar Resto-Bar,"North Indian, Chinese, Biryani",3.6,₹800 for two,"Ambernath, Thane"
304,Indian Zing,"North Indian, Chinese, Thai",4.0,"₹1,200 for two","Boulevard Mall, Majiwada, Thane West, Thane"
305,Melting Pot,"North Indian, Mughlai, Chinese, Continental",4.1,"₹2,300 for two","Infiniti Mall, Malad West, Mumbai"
306,Desi Vibes,"North Indian, Mughlai, Chinese, Desserts, Beverages",3.9,"₹1,200 for two","Ghodbunder Road, Thane"
307,Classic Restaurant & Bar,"North Indian, Chinese, Kebab, Ice Cream, Mughlai, Biryani, Street Food",3.9,"₹1,000 for two","Sanpada, Navi Mumbai"
308,Bombay 63,"Continental, North Indian, Chinese, Asian",4.1,"₹1,700 for two","Malad East, Mumbai"
309,One Too Many - Regenza By Tunga,"North Indian, Mexican, Italian, Finger Food, Desserts, Beverages",4.3,"₹1,700 for two","Regenza By Tunga Hotels, Vashi, Navi Mumbai"
310,Casa De Reva,North Indian,3.8,"₹1,000 for two","Vasai, Mumbai"
311,Brew House Cafe,"Continental, Mediterranean, Asian, North Indian, Mexican, Fast Food",4.2,"₹1,400 for two","CBD-Belapur, Navi Mumbai"
312,B - 103,"Asian, Bar Food, Fast Food, Goan, North Indian, Sichuan",4.1,"₹1,800 for two","Borivali West, Mumbai"
313,RoadHouse 2.0,"North Indian, Chinese, Bar Food",3.9,"₹2,000 for two","Malad West, Mumbai"
314,Gokul,"North Indian, Chinese, Seafood, Bar Food, Street Food, Biryani, Desserts, Beverages",3.8,"₹1,000 for two","Colaba, Mumbai"
315,Exotica - The Tropical Retreat,"Continental, Chinese, North Indian",4.0,"₹1,200 for two","Upvan, Thane West, Thane"
316,Olivia- GCC Hotel & Club,"Chinese, North Indian, Continental, Kebab, Mughlai, Beverages",3.9,"₹1,000 for two","GCC Hotel & Club, Mira Road, Mumbai"
317,Eddies Bistro,"European, Continental, Italian",4.2,"₹2,000 for two","Pali Hill, Bandra West, Mumbai"
318,The Sahib Room & Kipling Bar - The St. Regis Mumbai,"North Indian, Mughlai, Desserts",4.6,"₹3,500 for two","The St. Regis, Lower Parel, Mumbai"
319,By the Mekong - The St. Regis Mumbai,"Chinese, Vietnamese, Thai",4.5,"₹4,500 for two","The St. Regis, Lower Parel, Mumbai"
320,Live It Up,"North Indian, Chinese, Mughlai",4.0,"₹1,000 for two","Satra Plaza, Vashi, Navi Mumbai"
321,Sai Palace Bar And Restaurant,"North Indian, Chinese, Mughlai, Fast Food",3.2,₹650 for two,"Bhayandar, Mumbai"
322,Anumati Family Restaurant & Bar,"North Indian, Kebab, Malwani, Fast Food, Finger Food",3.1,₹700 for two,"Goregaon East, Mumbai"
323,The Timess Square Lounge Bar - The Maharaja,"Continental, Italian, Seafood, Beverages",3.0,"₹1,500 for two","The Maharaja Hotel - Dahisar East, Mumbai"
324,NY Bar N Grill @ Cafe New York,"Kebab, North Indian, Chinese, Biryani, Sandwich, Fast Food, Seafood, Beverages",3.9,"₹2,100 for two","Chowpatty, Mumbai"
325,The Beer Cafe,"Finger Food, Chinese",4.0,"₹1,800 for two","Inorbit Mall, Malad West, Mumbai"
326,Tokyo Treat,"Japanese, Sushi",3.7,₹900 for two,"Lower Parel, Mumbai"
327,Konkani Haus Restaurant & Bar,"North Indian, Maharashtrian, Mughlai, Seafood, Finger Food",4.4,"₹1,200 for two","Panch Pakhadi, Thane West, Thane"
